Problem Description,Python Code,Source,Description Error,Error Label,Problem Augmented,Description Augmented
Print items in list until negative is found,def print_until_negative_buggy(lst):\n    i = 0\n    while i < len(lst):\n        print(lst[i])\n        break\n        if lst[i] < 0:\n            break\n        i += 1,Inspired by control-flow misplacement from Python lists tutorials,break outside the if block,2,output each item in the list until a negative value is reached,"def print_until_negative_buggy(lst):
    i = 0
    while not (i >= len(lst)):
        print(lst[i])
        break
        if lst[i] < 0:
            break
        i = i + 1"
Print items in list until negative is found,def print_until_negative_buggy(lst):\n    i = 0\n    while i < len(lst):\n        print(lst[i])\n        break\n        if lst[i] < 0:\n            break\n        i += 1,Inspired by control-flow misplacement from Python lists tutorials,break outside the if block,2,output each item in the list until a negative value is reached,"def print_until_negative_buggy(lst):
    idx = 0
    while idx != len(lst):
        print(lst[idx])
        break
        if lst[idx] < 0:
            break
        idx += 1"
Print items in list until negative is found,def print_until_negative_buggy(lst):\n    i = 0\n    while i < len(lst):\n        print(lst[i])\n        break\n        if lst[i] < 0:\n            break\n        i += 1,Inspired by control-flow misplacement from Python lists tutorials,break outside the if block,2,output each item in the list until a negative value is reached,"def print_until_negative_buggy(lst):
    counter = 0
    while len(lst) > counter:
        print(lst[counter])
        break
        if lst[counter] < 0:
            break
        counter = counter + 1"
Print items in list until negative is found,def print_until_negative_buggy(lst):\n    i = 0\n    while i < len(lst):\n        print(lst[i])\n        break\n        if lst[i] < 0:\n            break\n        i += 1,Inspired by control-flow misplacement from Python lists tutorials,break outside the if block,2,output each item in the list until a negative value is reached,"def print_until_negative_buggy(lst):
    i = 0
    while i < len(lst):
        print(lst[i])
        break
        if not lst[i] >= 0:
            break
        i += 1"
Print items in list until negative is found,def print_until_negative_buggy(lst):\n    i = 0\n    while i < len(lst):\n        print(lst[i])\n        break\n        if lst[i] < 0:\n            break\n        i += 1,Inspired by control-flow misplacement from Python lists tutorials,break outside the if block,2,output each item in the list until a negative value is reached,"def print_until_negative_buggy(lst):
    position = 0
    while position < len(lst):
        print(lst[position])
        break
        if lst[position] < 0:
            break
        position += 1"
Print items in list until negative is found,def print_until_negative_buggy(lst):\n    i = 0\n    while i < len(lst):\n        print(lst[i])\n        break\n        if lst[i] < 0:\n            break\n        i += 1,Inspired by control-flow misplacement from Python lists tutorials,break outside the if block,2,list all elements before a negative is found[1][3].,"def print_until_negative_buggy(lst):
    i = 0
    while not (i >= len(lst)):
        print(lst[i])
        break
        if lst[i] < 0:
            break
        i = i + 1"
Print items in list until negative is found,def print_until_negative_buggy(lst):\n    i = 0\n    while i < len(lst):\n        print(lst[i])\n        break\n        if lst[i] < 0:\n            break\n        i += 1,Inspired by control-flow misplacement from Python lists tutorials,break outside the if block,2,list all elements before a negative is found[1][3].,"def print_until_negative_buggy(lst):
    idx = 0
    while idx != len(lst):
        print(lst[idx])
        break
        if lst[idx] < 0:
            break
        idx += 1"
Print items in list until negative is found,def print_until_negative_buggy(lst):\n    i = 0\n    while i < len(lst):\n        print(lst[i])\n        break\n        if lst[i] < 0:\n            break\n        i += 1,Inspired by control-flow misplacement from Python lists tutorials,break outside the if block,2,list all elements before a negative is found[1][3].,"def print_until_negative_buggy(lst):
    counter = 0
    while len(lst) > counter:
        print(lst[counter])
        break
        if lst[counter] < 0:
            break
        counter = counter + 1"
Print items in list until negative is found,def print_until_negative_buggy(lst):\n    i = 0\n    while i < len(lst):\n        print(lst[i])\n        break\n        if lst[i] < 0:\n            break\n        i += 1,Inspired by control-flow misplacement from Python lists tutorials,break outside the if block,2,list all elements before a negative is found[1][3].,"def print_until_negative_buggy(lst):
    i = 0
    while i < len(lst):
        print(lst[i])
        break
        if not lst[i] >= 0:
            break
        i += 1"
Print items in list until negative is found,def print_until_negative_buggy(lst):\n    i = 0\n    while i < len(lst):\n        print(lst[i])\n        break\n        if lst[i] < 0:\n            break\n        i += 1,Inspired by control-flow misplacement from Python lists tutorials,break outside the if block,2,list all elements before a negative is found[1][3].,"def print_until_negative_buggy(lst):
    position = 0
    while position < len(lst):
        print(lst[position])
        break
        if lst[position] < 0:
            break
        position += 1"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,Count the number of integers divisible by 3 from 1 to n,"def count_mult_3_buggy(n):
    count = 0
    i = 1
    while n >= i:
        if not i % 3:
            pass
        i += 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,Count the number of integers divisible by 3 from 1 to n,"def count_mult_3_buggy(n):
    i = 0
    count = 0
    while i < n:
        if (i + 1) % 3 == 0:
            pass
        i += 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,Count the number of integers divisible by 3 from 1 to n,"def count_mult_3_buggy(n):
    i = 1
    count = 0
    while True:
        if i > n:
            break
        if i % 3 == False:
            pass
        i += 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,Count the number of integers divisible by 3 from 1 to n,"def count_mult_3_buggy(n):
    count = 0
    i = 1
    while i <= n:
        if (i % 3) is 0:
            pass
        i = i + 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,Count the number of integers divisible by 3 from 1 to n,"def count_mult_3_buggy(n):
    count = 0
    i = n
    while i >= 1:
        if i % 3 == 0:
            pass
        i -= 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,find how many numbers up to n are multiples of 3,"def count_mult_3_buggy(n):
    count = 0
    i = 1
    while n >= i:
        if not i % 3:
            pass
        i += 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,find how many numbers up to n are multiples of 3,"def count_mult_3_buggy(n):
    i = 0
    count = 0
    while i < n:
        if (i + 1) % 3 == 0:
            pass
        i += 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,find how many numbers up to n are multiples of 3,"def count_mult_3_buggy(n):
    i = 1
    count = 0
    while True:
        if i > n:
            break
        if i % 3 == False:
            pass
        i += 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,find how many numbers up to n are multiples of 3,"def count_mult_3_buggy(n):
    count = 0
    i = 1
    while i <= n:
        if (i % 3) is 0:
            pass
        i = i + 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,find how many numbers up to n are multiples of 3,"def count_mult_3_buggy(n):
    count = 0
    i = n
    while i >= 1:
        if i % 3 == 0:
            pass
        i -= 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,determine the quantity of multiples of 3 less than or equal to n,"def count_mult_3_buggy(n):
    count = 0
    i = 1
    while n >= i:
        if not i % 3:
            pass
        i += 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,determine the quantity of multiples of 3 less than or equal to n,"def count_mult_3_buggy(n):
    i = 0
    count = 0
    while i < n:
        if (i + 1) % 3 == 0:
            pass
        i += 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,determine the quantity of multiples of 3 less than or equal to n,"def count_mult_3_buggy(n):
    i = 1
    count = 0
    while True:
        if i > n:
            break
        if i % 3 == False:
            pass
        i += 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,determine the quantity of multiples of 3 less than or equal to n,"def count_mult_3_buggy(n):
    count = 0
    i = 1
    while i <= n:
        if (i % 3) is 0:
            pass
        i = i + 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,determine the quantity of multiples of 3 less than or equal to n,"def count_mult_3_buggy(n):
    count = 0
    i = n
    while i >= 1:
        if i % 3 == 0:
            pass
        i -= 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,calculate the total of numbers up to n that are divisible by 3,"def count_mult_3_buggy(n):
    count = 0
    i = 1
    while n >= i:
        if not i % 3:
            pass
        i += 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,calculate the total of numbers up to n that are divisible by 3,"def count_mult_3_buggy(n):
    i = 0
    count = 0
    while i < n:
        if (i + 1) % 3 == 0:
            pass
        i += 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,calculate the total of numbers up to n that are divisible by 3,"def count_mult_3_buggy(n):
    i = 1
    count = 0
    while True:
        if i > n:
            break
        if i % 3 == False:
            pass
        i += 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,calculate the total of numbers up to n that are divisible by 3,"def count_mult_3_buggy(n):
    count = 0
    i = 1
    while i <= n:
        if (i % 3) is 0:
            pass
        i = i + 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,calculate the total of numbers up to n that are divisible by 3,"def count_mult_3_buggy(n):
    count = 0
    i = n
    while i >= 1:
        if i % 3 == 0:
            pass
        i -= 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,compute how many values between 1 and n are multiples of 3,"def count_mult_3_buggy(n):
    count = 0
    i = 1
    while n >= i:
        if not i % 3:
            pass
        i += 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,compute how many values between 1 and n are multiples of 3,"def count_mult_3_buggy(n):
    i = 0
    count = 0
    while i < n:
        if (i + 1) % 3 == 0:
            pass
        i += 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,compute how many values between 1 and n are multiples of 3,"def count_mult_3_buggy(n):
    i = 1
    count = 0
    while True:
        if i > n:
            break
        if i % 3 == False:
            pass
        i += 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,compute how many values between 1 and n are multiples of 3,"def count_mult_3_buggy(n):
    count = 0
    i = 1
    while i <= n:
        if (i % 3) is 0:
            pass
        i = i + 1
    return count"
Count multiples of 3 up to n,def count_mult_3_buggy(n):\n    i = 1\n    count = 0\n    while i <= n:\n        if i % 3 == 0:\n            pass\n        i += 1\n    return count,"Loops with missed accumulation, typical in beginners",count never updated,2,compute how many values between 1 and n are multiples of 3,"def count_mult_3_buggy(n):
    count = 0
    i = n
    while i >= 1:
        if i % 3 == 0:
            pass
        i -= 1
    return count"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,List all odd numbers up to n,"def print_odds_buggy(n):
    i = 1
    while i <= n:
        print(i)
        i = i + 2
        i = i + 1"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,List all odd numbers up to n,"def print_odds_buggy(n):
    i = 1
    while not (i > n):
        print(i)
        i += 2
        i += 1"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,List all odd numbers up to n,"def print_odds_buggy(n):
    i = 1
    while i <= n:
        print(i)
        i = i + (2 + 1)"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,List all odd numbers up to n,"def print_odds_buggy(n):
    i = 1
    while i <= n:
        print(i)
        i = i + 1
        i = i + 2"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,List all odd numbers up to n,"def print_odds_buggy(n):
    i = 1
    while i <= n:
        print(i)
        i += 3"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,display all odd integers from 1 to n,"def print_odds_buggy(n):
    i = 1
    while i <= n:
        print(i)
        i = i + 2
        i = i + 1"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,display all odd integers from 1 to n,"def print_odds_buggy(n):
    i = 1
    while not (i > n):
        print(i)
        i += 2
        i += 1"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,display all odd integers from 1 to n,"def print_odds_buggy(n):
    i = 1
    while i <= n:
        print(i)
        i = i + (2 + 1)"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,display all odd integers from 1 to n,"def print_odds_buggy(n):
    i = 1
    while i <= n:
        print(i)
        i = i + 1
        i = i + 2"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,display all odd integers from 1 to n,"def print_odds_buggy(n):
    i = 1
    while i <= n:
        print(i)
        i += 3"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,output odd numbers between 1 and n,"def print_odds_buggy(n):
    i = 1
    while i <= n:
        print(i)
        i = i + 2
        i = i + 1"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,output odd numbers between 1 and n,"def print_odds_buggy(n):
    i = 1
    while not (i > n):
        print(i)
        i += 2
        i += 1"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,output odd numbers between 1 and n,"def print_odds_buggy(n):
    i = 1
    while i <= n:
        print(i)
        i = i + (2 + 1)"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,output odd numbers between 1 and n,"def print_odds_buggy(n):
    i = 1
    while i <= n:
        print(i)
        i = i + 1
        i = i + 2"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,output odd numbers between 1 and n,"def print_odds_buggy(n):
    i = 1
    while i <= n:
        print(i)
        i += 3"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,show odd values up to a given number n,"def print_odds_buggy(n):
    i = 1
    while i <= n:
        print(i)
        i = i + 2
        i = i + 1"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,show odd values up to a given number n,"def print_odds_buggy(n):
    i = 1
    while not (i > n):
        print(i)
        i += 2
        i += 1"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,show odd values up to a given number n,"def print_odds_buggy(n):
    i = 1
    while i <= n:
        print(i)
        i = i + (2 + 1)"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,show odd values up to a given number n,"def print_odds_buggy(n):
    i = 1
    while i <= n:
        print(i)
        i = i + 1
        i = i + 2"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,show odd values up to a given number n,"def print_odds_buggy(n):
    i = 1
    while i <= n:
        print(i)
        i += 3"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,generate odd numbers from 1 to n,"def print_odds_buggy(n):
    i = 1
    while i <= n:
        print(i)
        i = i + 2
        i = i + 1"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,generate odd numbers from 1 to n,"def print_odds_buggy(n):
    i = 1
    while not (i > n):
        print(i)
        i += 2
        i += 1"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,generate odd numbers from 1 to n,"def print_odds_buggy(n):
    i = 1
    while i <= n:
        print(i)
        i = i + (2 + 1)"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,generate odd numbers from 1 to n,"def print_odds_buggy(n):
    i = 1
    while i <= n:
        print(i)
        i = i + 1
        i = i + 2"
Print odd numbers up to n,def print_odds_buggy(n):\n    i = 1\n    while i <= n:\n        print(i)\n        i += 2\n        i += 1,"Increment logic error, Codeforces/CodeChef",i is incremented incorrectly,2,generate odd numbers from 1 to n,"def print_odds_buggy(n):
    i = 1
    while i <= n:
        print(i)
        i += 3"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,Add up the first n counting numbers,"def sum_n_buggy(n):
    total = 0
    i = 1
    while i != n:
        total = total + i
        i = i + 1
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,Add up the first n counting numbers,"def sum_n_buggy(n):
    i = 1
    total = 0
    while not (i >= n):
        total += i
        i += 1
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,Add up the first n counting numbers,"def sum_n_buggy(n):
    total = 0
    i = 1
    while (i < n) == True:
        total += i
        i += 1
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,Add up the first n counting numbers,"def sum_n_buggy(n):
    total = 0
    i = 1
    while i < n:
        i = i + 1
        total = total + (i - 1)
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,Add up the first n counting numbers,"def sum_n_buggy(n):
    i = 1
    total = 0
    while i < n:
        i += 1
        total = (i - 1) + total
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,calculate the total of the natural numbers from 1 to n,"def sum_n_buggy(n):
    total = 0
    i = 1
    while i != n:
        total = total + i
        i = i + 1
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,calculate the total of the natural numbers from 1 to n,"def sum_n_buggy(n):
    i = 1
    total = 0
    while not (i >= n):
        total += i
        i += 1
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,calculate the total of the natural numbers from 1 to n,"def sum_n_buggy(n):
    total = 0
    i = 1
    while (i < n) == True:
        total += i
        i += 1
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,calculate the total of the natural numbers from 1 to n,"def sum_n_buggy(n):
    total = 0
    i = 1
    while i < n:
        i = i + 1
        total = total + (i - 1)
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,calculate the total of the natural numbers from 1 to n,"def sum_n_buggy(n):
    i = 1
    total = 0
    while i < n:
        i += 1
        total = (i - 1) + total
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,find the sum of all whole numbers up to n,"def sum_n_buggy(n):
    total = 0
    i = 1
    while i != n:
        total = total + i
        i = i + 1
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,find the sum of all whole numbers up to n,"def sum_n_buggy(n):
    i = 1
    total = 0
    while not (i >= n):
        total += i
        i += 1
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,find the sum of all whole numbers up to n,"def sum_n_buggy(n):
    total = 0
    i = 1
    while (i < n) == True:
        total += i
        i += 1
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,find the sum of all whole numbers up to n,"def sum_n_buggy(n):
    total = 0
    i = 1
    while i < n:
        i = i + 1
        total = total + (i - 1)
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,find the sum of all whole numbers up to n,"def sum_n_buggy(n):
    i = 1
    total = 0
    while i < n:
        i += 1
        total = (i - 1) + total
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,determine the aggregate of the first n natural numbers,"def sum_n_buggy(n):
    total = 0
    i = 1
    while i != n:
        total = total + i
        i = i + 1
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,determine the aggregate of the first n natural numbers,"def sum_n_buggy(n):
    i = 1
    total = 0
    while not (i >= n):
        total += i
        i += 1
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,determine the aggregate of the first n natural numbers,"def sum_n_buggy(n):
    total = 0
    i = 1
    while (i < n) == True:
        total += i
        i += 1
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,determine the aggregate of the first n natural numbers,"def sum_n_buggy(n):
    total = 0
    i = 1
    while i < n:
        i = i + 1
        total = total + (i - 1)
    return total"
